is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5732, 'Mulayam Singh Yadav Ji', 'Person']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.7685, 'Mulayam Singh Yadav Ji', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5566, 'Shri Mulayam Singh Yadav Ji', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9515, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6115, 'Modhera', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5951, 'Temsüla Ao', 'Other']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8187, 'Sun Temple', 'Place']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7065, 'Modhera', 'Other']"
False,Events [Entity Service],Ethereum Merge,Business Taxonomy,Financial Services Business,Business Taxonomy,Technology Business,Unified Twitter Taxonomy,Ethereum cryptocurrency,Unified Twitter Taxonomy,Climate change,Unified Twitter Taxonomy,Digital assets & cryptocurrency,"[0.8045, 'Modhera', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7757, 'Appu', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5666, 'Milad-un-Nabi', 'Other']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9225, 'Srinagar', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6437, 'Shauryajit', 'Other']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.8, 'Air Force Day', 'Other']"
False,Political Body,PMO India,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,PMO India,"[0.8681, 'Jammu', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9704, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5672, 'Uma Ji', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8165, 'Uma Suchdeva Ji', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4927, 'Mysuru Dasara', 'Other']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.953, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7665, 'Umang', 'Other']"
False,Events [Entity Service],Vijayadashami,Business Taxonomy,Gaming Business,Unified Twitter Taxonomy,Cultural events,Unified Twitter Taxonomy,Events,Person,Narendra Modi,Politician,Narendra Modi,"[0.8934, 'Himachal Pradesh', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.8465, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6854, 'NDA', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4601, 'AIIMS Bilaspur', 'Organization']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Business Taxonomy,Travel & Transportation Business,Entities [Entity Service],Travel,Unified Twitter Taxonomy,India travel,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,International and domestic trade in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.7179, 'Devbhoomi Himachal Pradesh', 'Other']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.7396, 'Nari Shakti', 'Other']"
False,Business Taxonomy,Education Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9686, 'India', 'Place']"
False,Events [Entity Service],Vijayadashami,Unified Twitter Taxonomy,Cultural events,Unified Twitter Taxonomy,Events,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Unified Twitter Taxonomy,Healthcare System in India,Person,Narendra Modi,Politician,Narendra Modi,"[0.5408, 'AIIMS', 'Other']"
False,Events [Entity Service],Vijayadashami,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9736, 'Himachal Pradesh', 'Place']"
False,Sport,Cricket,Business Taxonomy,Sports & Fitness Business,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,Cricket,Person,Narendra Modi,Politician,Narendra Modi,"[0.6645, 'MannKiBaat', 'Other']"
False,Events [Entity Service],Indian Independence Day,Unified Twitter Taxonomy,Indian Independence Day,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.8176, 'Shyamji Krishna Varma', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5692, 'Garba', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6051, 'Shyamji Krishna Varma', 'Person']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.3359, 'Turtuk', 'Person']"
False,Interests and Hobbies Category,Visual arts,Interests and Hobbies,Sculpting,Political Body,PMO India,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,International and domestic trade in India,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4338, 'LCH', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5967, 'Shri Gajendra Singh Shekhawat Ji', 'Person']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Events [Entity Service],Gandhi Jayanti,Holiday,Gandhi Jayanti,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,Gandhi Jayanti,Person,Narendra Modi,"[0.9752, 'Mahatma Gandhi', 'Person']"
False,Events [Entity Service],Gandhi Jayanti,Holiday,Gandhi Jayanti,Unified Twitter Taxonomy,Gandhi Jayanti,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.8388, 'Gandhi Smriti', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8279, 'Ambaji', 'Place']"
False,Business Taxonomy,Technology Business,Entities [Entity Service],5G,Political Body,PMO India,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Technology,Unified Twitter Taxonomy,Government institutions,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.3382, 'Metro', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,"[0.5542, 'Shri Tulsi Tanti', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7136, 'Vijay Ghat', 'Person']"
False,Events [Entity Service],Gandhi Jayanti,Holiday,Gandhi Jayanti,Unified Twitter Taxonomy,Gandhi Jayanti,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.9636, 'Mahatma Gandhi', 'Person']"
False,Events [Entity Service],Gandhi Jayanti,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Holiday,Gandhi Jayanti,Unified Twitter Taxonomy,Gandhi Jayanti,Person,Narendra Modi,"[0.9321, 'Mahatma Gandhi', 'Person']"
False,Person,Joe Biden,Politician,Joe Biden,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Weather,Unified Twitter Taxonomy,Political figures,"[0.3373, 'Hurricane Ian', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.4931, 'Shastri Ji', 'Person']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.6583, 'Lal Bahadur Shastri Ji', 'Person']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Person,Ram Nath Kovind,Politician,Ram Nath Kovind,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Ram Nath Kovind,"[0.7399, 'Kovind', 'Person']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.8365, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Technology Business,Interests and Hobbies Vertical,Business & finance,Entities [Entity Service],Technology,Interests and Hobbies Category,Telecom,Entities [Entity Service],5G,"[0.9717, 'India', 'Place']"
False,Business Taxonomy,Technology Business,Entities [Entity Service],5G,Unified Twitter Taxonomy,Technology,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.698, 'Indian Mobile Congress', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5131, 'Shri', 'Person']"
False,Business Taxonomy,Gaming Business,Interests and Hobbies Category,Supernatural,Unified Twitter Taxonomy,Supernatural,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Women's Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.7895, 'Asha Parekh Ji', 'Person']"
False,Business Taxonomy,Entertainment & Leisure Business,Movie Genre,Superhero films,Multimedia Franchise,Marvel Universe,Unified Twitter Taxonomy,Entertainment,Unified Twitter Taxonomy,Marvel Universe,Unified Twitter Taxonomy,Movies,"[0.8514, 'National Film Awards', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8658, 'Nari Shakti', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4755, 'Ambaji', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.475, 'Ambaji Temple', 'Other']"
False,Events [Entity Service],Vijayadashami,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.6414, 'Ambaji', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7111, 'Ahmedabad', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Events [Entity Service],Vijayadashami,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Brand Vertical,Transportation,Business Taxonomy,Travel & Transportation Business,Interests and Hobbies Category,Railway transport,Unified Twitter Taxonomy,Transportation,Unified Twitter Taxonomy,Travel,Unified Twitter Taxonomy,Railway transport,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5915, 'Kalupur Station', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8451, 'Vande Bharat Express', 'Other']"
False,Brand Vertical,Transportation,Business Taxonomy,Travel & Transportation Business,Interests and Hobbies Category,Railway transport,Unified Twitter Taxonomy,Transportation,Unified Twitter Taxonomy,Travel,Unified Twitter Taxonomy,Railway transport,"[0.8284, 'Ahmedabad', 'Place']"
False,Events [Entity Service],Vijayadashami,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.6611, 'Surat', 'Place']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Events [Entity Service],Vijayadashami,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.4274, 'Navratri', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9803, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5512, 'National Games', 'Other']"
False,Person,Yogi Adityanath,Politician,Yogi Adityanath,Political Body,PMO India,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,Political figures,"[0.7977, 'Lata Didi', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9781, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9145, 'Gujarat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6926, 'National Games', 'Other']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.9534, 'Bhavnagar', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4157, 'MSME', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.5276, 'Surat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8702, 'Surat', 'Place']"
False,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Unified Twitter Taxonomy,Agricultural Industry in India,Person,Narendra Modi,"[0.8293, 'Bhavnagar', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.958, 'Surat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.655, 'Cheetahs', 'Other']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Person,Lionel Messi,Person,Sunil Chhetri,Business Taxonomy,Sports & Fitness Business,Athlete,Lionel Messi,Athlete,Sunil Chhetri,Unified Twitter Taxonomy,Soccer,"[0.969, 'Sunil Chhetri', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9776, 'Ahmedabad', 'Place']"
False,Interests and Hobbies Vertical,Drinks,Interests and Hobbies,Drink Experience,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4763, 'Games', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5083, 'Regional Science Centre', 'Other']"
