is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Entities [Entity Service],Science,Interests and Hobbies Category,Space,Unified Twitter Taxonomy,Space,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Space agencies & companies,Unified Twitter Taxonomy,Space missions,"[0.9888, 'NASA', 'Organization']"
False,Person,Mikhail Gorbachev,Politician,Mikhail Gorbachev,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Politics,"[0.9455, 'Mikhail Gorbachev', 'Person']"
False,Interests and Hobbies,Mergers & Acquisitions,Unified Twitter Taxonomy,Technology,Unified Twitter Taxonomy,Social media,Technology,Technology,Technology,Social media,Person,Elon Musk,"[0.9725, 'Elon Musk', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.8087, 'Trump', 'Person']"
False,Entities [Entity Service],Science,Interests and Hobbies Category,Space,Unified Twitter Taxonomy,Space,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Space agencies & companies,Fields of study,Science,"[0.9909, 'NASA', 'Organization']"
False,Entities [Entity Service],Science,Interests and Hobbies Category,Space,Unified Twitter Taxonomy,Space,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Space agencies & companies,Unified Twitter Taxonomy,Space missions,"[0.9883, 'NASA', 'Organization']"
False,Entities [Entity Service],Science,Interests and Hobbies Category,Space,Unified Twitter Taxonomy,Space,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Space agencies & companies,Fields of study,Science,"[0.9821, 'NASA', 'Organization']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,
False,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Federal Bureau of Investigation,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,United States politics,"[0.9576, 'FBI', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.8923, 'US', 'Place']"
False,Interests and Hobbies,Federal Reserve,Interests and Hobbies,Inflation,News Vertical,US Political News,Political Body,Federal Reserve,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,"[0.8671, 'Dow', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.4806, 'Justice Department', 'Organization']"
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.9616, 'Ukraine', 'Place']"
False,Interests and Hobbies,Federal Reserve,Interests and Hobbies,Inflation,News Vertical,US Political News,Political Body,Federal Reserve,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,"[0.7691, 'Fed', 'Organization']"
False,Product,Moderna Vaccine,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,CPG,Brand,Pfizer,Events [Entity Service],Breaking News,"[0.9538, 'Moderna', 'Organization']"
False,States,California,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,,,"[0.8783, 'California', 'Place']"
False,States,Oklahoma,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,,,"[0.9725, 'Oklahoma', 'Place']"
False,TV Shows,ATPテニス ,Sports Event,U.S. Open Tennis,Sports Event,US Open Tennis 2022,Events [Entity Service],U.S. Open Tennis,Events [Entity Service],US Open Tennis 2022,Ongoing News Story,COVID-19,"[0.962, 'Novak Djokovic', 'Person']"
False,Events [Entity Service],Breaking News,Events [Entity Service],Uvalde school board votes to terminate police chief over law enforcement response to school shooting,,,,,,,,,"[0.4924, 'Uvalde school', 'Organization']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.91, 'Kobe', 'Person']"
False,Person,Jill Biden,News Vertical,US Political News,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,COVID-19,"[0.9306, 'Jill Biden', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,US Political News,Events [Entity Service],Breaking News,Events [Entity Service],"Biden signs bill to raise debt limit, averting federal default","[0.9764, 'US', 'Place']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.7995, 'US Department of Agriculture', 'Place']"
False,Sports League,EFL Championship,Events [Entity Service],Boris Johnson's resignation,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,"[0.9796, 'Boris Johnson', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.5244, 'Rents', 'Organization']"
False,Cities,Atlanta,Events [Entity Service],Breaking News,Events [Entity Service],Two dead and one injured in a targeted shooting in Midtown Atlanta,,,,,,,"[0.9068, 'Atlanta', 'Place']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,
False,Interests and Hobbies,Mortgage Rates,Interests and Hobbies,New Home Sales,Unified Twitter Taxonomy,Global Economy,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Category,Personal finance,
False,Entities [Entity Service],Technology,Entities [Entity Service],Cybersecurity,News Vertical,US Political News,Unified Twitter Taxonomy,Global security & terrorism,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Technology,"[0.9723, 'Twitter', 'Other']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Political Body,The White House,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,The White House,Unified Twitter Taxonomy,Government institutions,"[0.5485, 'White House', 'Organization']"
False,Cities,Atlanta,Events [Entity Service],Breaking News,,,,,,,,,"[0.7322, 'Midtown', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9742, 'Donald Trump', 'Person']"
False,Cities,Atlanta,Events [Entity Service],Breaking News,,,,,,,,,"[0.7523, 'Midtown', 'Place']"
False,Unified Twitter Taxonomy,Central Banks,Events [Entity Service],Breaking News,,,,,,,,,"[0.8145, 'Dow', 'Organization']"
False,Cities,Atlanta,Events [Entity Service],Breaking News,,,,,,,,,"[0.63, 'Midtown', 'Place']"
False,Person,Anthony Fauci,Events [Entity Service],Breaking News,,,,,,,,,"[0.919, 'Anthony Fauci', 'Person']"
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.9823, 'Russia', 'Place']"
False,Person,Raila Odinga,Politician,Raila Odinga,News Vertical,Kenya national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Raila Odinga,"[0.8966, 'Kenya', 'Place']"
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.9219, 'Moscow', 'Place']"
False,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,,,,,"[0.3896, 'ISIS', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.875, 'Trump', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.71, 'Mar-a-Lago', 'Place']"
False,Person,Salman Rushdie,Unified Twitter Taxonomy,Books,Unified Twitter Taxonomy,Authors,Unified Twitter Taxonomy,Salman Rushdie,Events [Entity Service],Breaking News,Events [Entity Service],"Salman Rushdie is ‘on the road to recovery,’ agent says","[0.9534, 'Salman Rushdie', 'Person']"
False,Person,Allen Weisselberg,Events [Entity Service],Breaking News,,,,,,,,,"[0.7375, 'Trump Organization', 'Organization']"
False,Person,Salman Rushdie,Unified Twitter Taxonomy,Books,Unified Twitter Taxonomy,Authors,Unified Twitter Taxonomy,Salman Rushdie,Events [Entity Service],Breaking News,Events [Entity Service],"Salman Rushdie is ‘on the road to recovery,’ agent says","[0.9723, 'Salman Rushdie', 'Person']"
False,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Events [Entity Service],Breaking News,,,,,,,"[0.9734, 'US', 'Place']"
False,Person,Anne Heche,Actor,Anne Heche,Cities,Los Angeles,Events [Entity Service],Breaking News,,,,,"[0.9559, 'Anne Heche', 'Person']"
False,Brand Vertical,Retail industry,Entities [Entity Service],Grocery/Convenience - Retail,Entities [Entity Service],Multi-Purpose Department - Retail,Brand,Walmart,Brand,Walgreens,Unified Twitter Taxonomy,Walmart,"[0.7487, 'Walmart', 'Organization']"
False,Unified Twitter Taxonomy,Crisis in Afghanistan,Events [Entity Service],Kabul,Events [Entity Service],Breaking News,,,,,,,"[0.9139, 'Kabul', 'Place']"
False,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Events [Entity Service],Breaking News,,,,,,,"[0.9528, 'CDC', 'Organization']"
False,Interests and Hobbies,Inflation,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,UK national news,"[0.9616, 'United Kingdom', 'Place']"
False,Person,Joe Biden,Events [Entity Service],2022 United States midterm elections,Politician,Joe Biden,Political Race,2022 United States midterm elections,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,"[0.9469, 'Biden', 'Person']"
False,Person,TJ Cox,Politician,TJ Cox,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,TJ Cox,Unified Twitter Taxonomy,Political figures,"[0.9584, 'TJ Cox', 'Person']"
False,States,Colorado,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,,,"[0.8175, 'Southwest', 'Place']"
False,Person,Jill Biden,News Vertical,US Political News,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,COVID-19,"[0.9435, 'Jill Biden', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.4644, 'Justice Department', 'Organization']"
False,Person,Rudy Giuliani,States,Georgia,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,"[0.9696, 'Rudy Giuliani', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9503, 'Lindsey Graham', 'Person']"
False,Person,Brittney Griner,Athlete,Brittney Griner,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Basketball,Unified Twitter Taxonomy,Sports,"[0.3664, 'US', 'Place']"
False,Person,Anne Heche,Actor,Anne Heche,Cities,Los Angeles,Events [Entity Service],Breaking News,,,,,"[0.9745, 'Anne Heche', 'Person']"
False,Person,Anne Heche,Actor,Anne Heche,Cities,Los Angeles,Events [Entity Service],Breaking News,,,,,"[0.9345, 'Anne Heche', 'Person']"
False,Person,Anne Heche,Actor,Anne Heche,Events [Entity Service],Breaking News,,,,,,,"[0.9156, 'Anne Heche', 'Person']"
False,Person,Salman Rushdie,Unified Twitter Taxonomy,Books,Unified Twitter Taxonomy,Authors,Unified Twitter Taxonomy,Salman Rushdie,Events [Entity Service],Breaking News,Events [Entity Service],"Salman Rushdie is ‘on the road to recovery,’ agent says","[0.9755, 'Salman Rushdie', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.6984, 'US Capitol Building', 'Place']"
False,Events [Entity Service],Nancy Pelosi's Taiwan visit,Entities [Entity Service],Travel,Interests and Hobbies Category,Destinations,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Travel,"[0.945, 'US', 'Place']"
False,Unified Twitter Taxonomy,Egypt News,Unified Twitter Taxonomy,Egypt News,Events [Entity Service],Breaking News,,,,,,,"[0.8922, 'Giza', 'Place']"
False,Person,Salman Rushdie,Unified Twitter Taxonomy,Books,Unified Twitter Taxonomy,Authors,Unified Twitter Taxonomy,Salman Rushdie,Events [Entity Service],Breaking News,Events [Entity Service],"Salman Rushdie is ‘on the road to recovery,’ agent says","[0.9596, 'Salman Rushdie', 'Person']"
False,Person,Salman Rushdie,Unified Twitter Taxonomy,Books,Unified Twitter Taxonomy,Authors,Unified Twitter Taxonomy,Salman Rushdie,Events [Entity Service],Breaking News,Events [Entity Service],"Salman Rushdie is ‘on the road to recovery,’ agent says","[0.9702, 'Salman Rushdie', 'Person']"
False,Person,Salman Rushdie,Unified Twitter Taxonomy,Books,Unified Twitter Taxonomy,Authors,Unified Twitter Taxonomy,Salman Rushdie,Events [Entity Service],Breaking News,Events [Entity Service],"Salman Rushdie is ‘on the road to recovery,’ agent says","[0.966, 'Salman Rushdie', 'Person']"
False,Person,Joe Biden,Politician,Joe Biden,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,"[0.5075, 'Democrats', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9876, 'CNN', 'Organization']"
False,Person,Anne Heche,Actor,Anne Heche,Events [Entity Service],Breaking News,,,,,,,"[0.9037, 'Anne Heche', 'Person']"
False,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Federal Bureau of Investigation,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,US Political News,"[0.9775, 'FBI', 'Organization']"
False,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,Events [Entity Service],"Salman Rushdie is ‘on the road to recovery,’ agent says",,,,,"[0.9675, 'Salman Rushdie', 'Person']"
False,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,"[0.9122, 'Poliovirus', 'Other']"
False,News Vertical,UK national news,News Vertical,England national news,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,England national news,News Vertical,UK national news,News Vertical,England national news,"[0.9625, 'England', 'Place']"
False,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Federal Bureau of Investigation,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,US Political News,"[0.9701, 'FBI', 'Organization']"
False,Cities,Los Angeles,Events [Entity Service],Breaking News,,,,,,,,,"[0.8754, 'Anne Heche', 'Person']"
False,Person,Donald Trump,Person,Merrick Garland,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9726, 'Merrick Garland', 'Person']"
False,Brand Vertical,Transportation,Entities [Entity Service],Airline - Transportation,Brand,American Airlines,Brand,American Airlines,Entities [Entity Service],Travel,Interests and Hobbies,Air travel,"[0.8304, 'Dallas-Fort Worth International Airport', 'Place']"
False,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Federal Bureau of Investigation,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,US Political News,"[0.5157, 'Interstate 71', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Global security & terrorism,Unified Twitter Taxonomy,Politics,
False,Brand Vertical,Banking - Business & finance,Events [Entity Service],Breaking News,,,,,,,,,"[0.4912, 'Beirut bank', 'Place']"
False,Interests and Hobbies,Inflation,Events [Entity Service],Breaking News,,,,,,,,,"[0.9298, 'US', 'Place']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9417, 'US', 'Place']"
False,States,Indiana,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,,,,,"[0.7057, 'Evansville', 'Place']"
False,Person,John Bolton,Politician,John Bolton,News Vertical,US Political News,Unified Twitter Taxonomy,Global security & terrorism,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,"[0.7262, 'US Justice Department', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9764, 'Donald Trump', 'Person']"
False,Interests and Hobbies,Inflation,Events [Entity Service],Breaking News,Events [Entity Service],US inflation slowed to 8.5% through July,,,,,,,"[0.9395, 'US', 'Place']"
False,News Vertical,UK national news,News Vertical,England national news,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,COVID-19,Unified Twitter Taxonomy,England national news,"[0.9861, 'London', 'Place']"
False,Brand,Samsung Indonesia,Unified Twitter Taxonomy,Technology,Technology,Technology,Brand,Samsung ,Product,Samsung Mobile,Product,Samsung USA,"[0.9806, 'Samsung', 'Organization']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.966, 'Albuquerque', 'Place']"
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.9726, 'Crimea', 'Place']"
False,Sports Event,U.S. Open Tennis,Sports Event,US Open Tennis 2022,Person,Serena Williams,Sports League,Women's tennis,Events [Entity Service],U.S. Open Tennis,Events [Entity Service],US Open Tennis 2022,"[0.9785, 'Serena Williams', 'Person']"
False,Person,Mike Pompeo,Politician,Mike Pompeo,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Mike Pompeo,Unified Twitter Taxonomy,Political figures,"[0.9136, 'Mike Pompeo', 'Person']"
False,Interests and Hobbies,Filmmaking,Unified Twitter Taxonomy,Filmmaking,Unified Twitter Taxonomy,Fields of study,Fields of study,Fields of study,Events [Entity Service],Breaking News,,,"[0.9716, 'Biyi Bandele', 'Person']"
False,News Vertical,Japan national news,Unified Twitter Taxonomy,Japan national news,Events [Entity Service],Breaking News,,,,,,,"[0.9558, 'Issey Miyake', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.975, 'Anne Heche', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.963, 'FBI', 'Organization']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.951, 'Ahmaud Arbery', 'Person']"
False,Person,Olivia Newton-John,Actor,Olivia Newton-John,Movie,Grease,Movie Genre,Musicals,Unified Twitter Taxonomy,Music,Unified Twitter Taxonomy,Olivia Newton-John,"[0.9445, 'Olivia Newton', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9492, 'Anne Heche', 'Person']"
False,Person,Alex Jones,Entertainment Personality,Alex Jones,Events [Entity Service],Breaking News,Events [Entity Service],House committee investigating the January 6 US Capitol attack set to hear from local officials,Events [Entity Service],House committee investigating the January 6 US Capitol attack focuses on Justice Department,Events [Entity Service],Former Meadows aide testified about discussions in the White House ahead of the Capitol attack before January 6 committee,"[0.9743, 'Alex Jones', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9888, 'Travis McMichael', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9304, 'Israel', 'Place']"
False,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,United States Congress,"[0.4351, 'Senate Democrats', 'Organization']"
False,Person,Kyrsten Sinema,Politician,Kyrsten Sinema,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,Unified Twitter Taxonomy,Political issues,"[0.9337, 'Kyrsten Sinema', 'Person']"
False,Person,Joe Biden,Politician,Joe Biden,News Vertical,US Political News,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.9528, 'Biden', 'Person']"
False,Person,Joe Biden,Politician,Joe Biden,News Vertical,US Political News,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.9584, 'Biden', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,States,Indiana,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,News Vertical,US national news,"[0.5092, 'Indiana legislature', 'Place']"
False,Cities,Los Angeles,Events [Entity Service],Breaking News,,,,,,,,,"[0.947, 'Anne Heche', 'Person']"
False,Person,Alex Jones,Entertainment Personality,Alex Jones,States,Texas,News Vertical,US national news,Unified Twitter Taxonomy,US national news,Events [Entity Service],Breaking News,"[0.8819, 'Texas', 'Place']"
False,TV Shows,House of Cards,TV Shows,House of Cards,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,Netflix,Unified Twitter Taxonomy,Netflix,"[0.9804, 'Kevin Spacey', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Political Body,The White House,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,The White House,Unified Twitter Taxonomy,Government institutions,"[0.915, 'White House', 'Place']"
False,Events [Entity Service],Breaking News,Events [Entity Service],طائرات إسرائيلية تستهدف غزة وانطلاق صواريخ من القطاع تجاه إسرائيل ,,,,,,,,,"[0.9754, 'Gaza', 'Place']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,States,Wisconsin,Political Body,The White House,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,The White House,"[0.9264, 'Wisconsin', 'Place']"
False,Interests and Hobbies,Jobs,Events [Entity Service],Breaking News,,,,,,,,,"[0.9365, 'US', 'Place']"
False,News Vertical,China national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,China national news,News Vertical,China national news,Unified Twitter Taxonomy,China national news,Events [Entity Service],US and Chinese presidents agree to hold their first virtual summit,"[0.9824, 'China', 'Place']"
False,Person,Kyrsten Sinema,Politician,Kyrsten Sinema,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Kyrsten Sinema,Unified Twitter Taxonomy,Political figures,"[0.9692, 'Kyrsten Sinema', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Political Body,The White House,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,The White House,Unified Twitter Taxonomy,Government institutions,"[0.9342, 'White House', 'Place']"
False,Person,Alex Jones,Entertainment Personality,Alex Jones,Events [Entity Service],Breaking News,,,,,,,"[0.6172, 'Infowars', 'Other']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,Political News,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9699, 'Donald Trump', 'Person']"
False,Events [Entity Service],Breaking News,,,,,,,,,,,"[0.9637, 'US', 'Place']"
False,Person,Joe Biden,Politician,Joe Biden,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9588, 'US', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Interests and Hobbies Vertical,Careers,Entities [Entity Service],US Military,News Vertical,Korean national news,News Vertical,US Political News,"[0.9596, 'Nancy Pelosi', 'Person']"
False,Person,Breonna Taylor,Unified Twitter Taxonomy,Black Lives Matter,Events [Entity Service],Breaking News,,,,,,,"[0.719, 'Louisville', 'Place']"
False,Person,Brittney Griner,Athlete,Brittney Griner,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Basketball,Unified Twitter Taxonomy,Sports,"[0.6973, 'US', 'Place']"
False,Interests and Hobbies,Mortgage Rates,Unified Twitter Taxonomy,Global Economy,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Category,Personal finance,Interests and Hobbies,Mortgage,"[0.9722, 'US', 'Place']"
False,Person,Brittney Griner,Athlete,Brittney Griner,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Basketball,Unified Twitter Taxonomy,Sports,"[0.4416, 'US', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],Nancy Pelosi's Taiwan visit,Politician,Nancy Pelosi,News Vertical,China national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.9837, 'China', 'Place']"
False,Sports League,EFL Championship,News Vertical,US Political News,Political Body,United States Congress,Political Body,North Atlantic Treaty Organization,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,"[0.6253, 'US Senate', 'Place']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Political Body,The White House,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,The White House,Unified Twitter Taxonomy,Government institutions,"[0.9488, 'Trump', 'Person']"
False,TV Shows,NFL Football,TV Shows,NFL Football,TV Shows,Futebol NFL,TV Shows,Fútbol Americano de la NFL,Person,Deshaun Watson,Sport,American football,"[0.9731, 'NFL', 'Organization']"
False,Person,Kevin McCarthy,Person,Jackie Walorski,Politician,Kevin McCarthy,Politician,Jackie Walorski,News Vertical,US Political News,Political Body,United States Congress,"[0.5175, 'Indiana Republican', 'Organization']"
False,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Events [Entity Service],COVID-19: Latest news updates from around the world,Events [Entity Service],Breaking News,,,,,"[0.9655, 'CDC', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,Political News,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9309, 'Trump', 'Person']"
False,Person,Joe Biden,Politician,Joe Biden,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9549, 'Biden', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9082, 'Trump', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,"[0.4459, 'US House', 'Place']"
